,episode_number,title,description,updated_at,duration,uploaded_at,counts,urls
329,219,Dunkirk,"Este podcast es sobre Dunkirk, la nueva película de Christopher Nolan, un director que, como siempre, divide aguas. ¡Escuchanos!

#Podcast #Cine #Peliculas #Dunkirk #Dunkerque #ChristopherNolan #HarryStyles #Oscars #MejorPelicula",2018-02-07T03:16:53.000Z,40,2017-08-02T21:00:00.000Z,3063,https://audioboom.com/posts/6166148-219-dunkirk
330,218,Game of Thrones 7-3 The Queen's Justice,"En este podcast hablamos del tercer capítulo de la séptima temporada de Game of Thrones, en el que Cersei logra, a su manera, hacer justicia.

REMASTERIZADO

#Podcast #Television #Series #HBO #GameOfThrones #TheQueensJustice #ASongOfIceAndFire #GeorgeRRMartin",2020-06-03T11:55:56.000Z,40,2017-08-01T01:04:34.000Z,4054,https://audioboom.com/posts/6160260-218-game-of-thrones-7-3-the-queen-s-justice
331,217,Game of Thrones 7-2 Stormborn,"En este podcast hablamos del segundo capítulo de la séptima temporada de Game of Thrones, en el que las cosas se empiezan a complicar para el ejercito de Daenerys Stormborn.

REMASTERIZADO

#Podcast #Television #Series #HBO #GameOfThrones #Stormborn #ASongfOfIceAndFire #GeorgeRRMartin",2020-05-21T18:47:05.000Z,26,2017-07-24T22:56:39.000Z,3693,https://audioboom.com/posts/6137818-217-game-of-thrones-7-2-stormborn
332,216,Game of Thrones 7-1 Dragonstone,"Tarde pero seguro, en este podcast hablamos del primer capítulo de la séptima temporada de Game of Thrones, una serie muy chiquita sobre la cual quizás hayas oído hablar.

REMASTERIZADO

#Podcast #Television #Series #HBO #GameOfThrones #Dragonstone #ASongOfIceAndFire #GeorgeRRMartin",2020-06-03T11:55:56.000Z,38,2017-07-19T15:00:00.000Z,4172,https://audioboom.com/posts/6121445-216-game-of-thrones-7-1-dragonstone
333,215,Spider-Man: Homecoming,"En este podcast hablamos de Spider-Man: Homecoming con mi amigo Daniel... y nos vamos por las ramas con la historia del arácnido, Marvel y unas cuantas cosas más.

#Podcast #Cine #Peliculas #Marvel #Spiderman #Homecoming #JonWatts #TomHolland #MichaelKeaton",2022-01-03T11:32:14.724Z,48,2017-07-11T18:28:35.000Z,4874,https://audioboom.com/posts/6096482-215-spider-man-homecoming
334,214,The Handmaid's Tale - 1era. Temporada,"En este podcast hablamos con Victoria, Julieta y Leticia sobre la fuertísima primer temporada de The Handmaid's Tale. Si la viste, escuchanos, y después contanos que te pareció a vos.

#Podcast #Television #Hulu #Series #TheHandmaidsTale #MargaretAtwood #ElisabethMoss",2020-04-21T13:53:21.000Z,45,2017-07-07T23:02:14.000Z,2678,https://audioboom.com/posts/6086754-214-the-handmaid-s-tale-1era-temporada
335,213,The Leftovers Finale,"En este podcast hablamos de la excelente, devastadora y muy poco vista The Leftovers. Si la viste, escuchanos. Después, sumate a la conversación.

#Podcast #Television #Series #HBO #TheLeftovers #DamonLindelof #TomPerrota #JustinTheroux #CarrieCoon",2017-07-07T23:57:45.000Z,29,2017-07-05T22:43:52.000Z,1918,https://audioboom.com/posts/6079715-213-the-leftovers-finale
336,212,Okja,"Este podcast es sobre Okja, una película muy entretenida, dirigida por el coreano Joon-Ho Bong y exclusiva de Netflix. ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Okja #JoonHoBong #TildaSwinton #PaulDano #JakeGyllenhaal",2020-06-03T11:55:55.000Z,23,2017-07-03T22:38:39.000Z,1968,https://audioboom.com/posts/6073817-212-okja
337,211,Fargo - 3era. Temporada,"Concluye esta semana televisiva con un podcast sobre la tercer, y probablemente última, temporada de Fargo y... aprovechamos la oportunidad para hablar un poco de las otras dos. Si las viste, escuchanos.

#Podcast #Television #Series #Fargo #NoahHawley #CarrieCoon #MaryElizabethWinstead #EwanMcGregor #DavidThewlis",2017-07-14T03:45:43.000Z,41,2017-06-30T21:24:11.000Z,1829,https://audioboom.com/posts/6067116-211-fargo-3era-temporada
338,210,Better Call Saul - 3era. Temporada,"Sigue la semana televisiva con este podcast dedicado a la tercer temporada de Better Call Saul, el excelente spin-off / precuela de Breaking Bad. ¡Si la viste, escuchanos!

#Podcast #Television #Series #AMC #BetterCallSaul #VinceGilligan #PeterGould #BobOdenkirk #JimmyMcGill #SaulGoodman #JonathanBanks #MikeEhrmantraut #LosPollosHermanos",2020-05-01T01:58:36.000Z,39,2017-06-28T19:41:23.000Z,2470,https://audioboom.com/posts/6059688-210-better-call-saul-3era-temporada
339,209,American Gods - 1era. Temporada,"¡Vuelve Quémese con una semana televisiva! En este podcast hablamos de American Gods, nueva serie de Bryan Fuller y adaptación de la novela homónima de Neil Gaiman. Si la viste, escuchanos.

#Podcast #Television #Series #AmericanGods #BryanFuller #NeilGaiman",2017-07-08T02:01:21.000Z,38,2017-06-27T16:44:02.000Z,2996,https://audioboom.com/posts/6055654-209-american-gods-1era-temporada
340,Fin del Acto 1,,Cae el telón,2017-06-17T03:30:53.000Z,1,2017-06-16T22:45:00.000Z,3557,https://audioboom.com/posts/6024843-fin-del-acto-1
341,208,Wonder Woman,"Este podcast es sobre la esperadísima primer película de WONDER WOMAN. En representación de la platea femenina, nos acompaña Julieta Cáceres, de La Manija Podcast. ¡Escuchanos!

#Podcast #Cine #Peliculas #DC #WonderWoman #LaMujerMaravilla #PattyJenkins #GalGadot #ChrisPine",2020-06-03T11:55:55.000Z,53,2017-06-05T22:27:36.000Z,5234,https://audioboom.com/posts/5988054-208-wonder-woman
342,207,Adaptation,"Por elección de ustedes, este podcast es sobre ADAPTATION, una de las (dos) genialidades que hicieron Spike Jonze y Charlie Kaufman. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #Adaptation #ElLadronDeOrquideas #Spike Jonze #CharlieKaufman #DonaldKaufman #NicholasCage #MerylStreep",2020-04-21T13:53:21.000Z,33,2017-05-29T19:06:37.000Z,2203,https://audioboom.com/posts/5966297-207-adaptation
343,206,Twin Peaks,"Este podcast es sobre el muy esperado regreso a TWIN PEAKS y aprovechamos la ocasión para también hablar de las temporadas anteriores y de su creador, el fantástico David Lynch. ¿Qué les parecieron los nuevos capítulos?

#Podcast #Television #Series #TwinPeaks #DavidLynch #MarkFrost #DaleCooper #LauraPalmer",2020-04-21T13:53:21.000Z,47,2017-05-26T23:15:41.000Z,6320,https://audioboom.com/posts/5961006-206-twin-peaks
344,205,Alien: Covenant,"Este podcast es sobre ALIEN: COVENANT, una de esas películas que a algunos nos gusta mucho y a otros... no. Si ya la viste, escuchanos y después contanos que te pareció para participar por el número más reciente de Cine Fantástico y Bizarro.

#Podcast #Cine #Peliculas #Alien #Covenant #RidleyScott #MichaelFassbender",2020-06-03T11:55:55.000Z,33,2017-05-22T20:13:41.000Z,3124,https://audioboom.com/posts/5944486-205-alien-covenant
345,204,Get Out,"En este podcast hablamos de GET OUT, la perturbante opera prima del comediante Jordan Peele. ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Terror #GetOut #Huye #JordanPeele #Oscars #MejorPelicula",2020-04-21T13:53:20.000Z,37,2017-05-15T19:53:59.000Z,3299,https://audioboom.com/posts/5921344-204-get-out
346,203,Guardianes de la Galaxia Vol. 2,"Este podcast es sobre GUARDIANS OF THE GALAXY VOL. 2, una de las películas que más estábamos esperando este año. Después de escucharnos, contanos que te pareció a vos y participá por el último número de la revista Cine Fantástico y Bizarro.

#Podcast #Cine #Peliculas #Marvel #GuardiansOfTheGalaxy #JamesGunn #ChrisPratt #PeterQuill #StarLord #ZoeSaldana #Gamora #VinDiesel #BabyGroot #BradleyCooper #RocketRaccoon",2020-04-21T13:53:21.000Z,49,2017-05-08T21:01:18.000Z,8222,https://audioboom.com/posts/5898903-203-guardianes-de-la-galaxia-vol-2
347,202,Rick and Morty - 1era. y 2da. Temporada,"En este podcast hablamos de las primeras dos temporadas de RICK AND MORTY (y del sorpresivo primer episodio de la tercera). Después de escucharnos, mientras esperamos el resto de la temporada, contanos cuál es tu episodio favorito.

#Podcast #Television #Series #Animacion #RickAndMorty #DanHarmond #JustinRoiland #AdultSwim",2020-06-03T11:55:55.000Z,32,2017-05-02T02:18:37.000Z,4156,https://audioboom.com/posts/5875958-202-rick-and-morty-1era-y-2da-temporada
348,201,Alien vs. Aliens,"En este podcast hablamos sobre dos grandes obras de la ciencia-ficción: ALIEN y ALIENS. ¡Son como dos podcasts en uno!

#Podcast #Cine #Peliculas #Clasicos #Alien #Aliens #RidleyScott #JamesCameron #SigourneyWeaver #EllenRipley",2020-06-03T11:55:55.000Z,73,2017-04-24T17:59:07.000Z,3219,https://audioboom.com/posts/5850322-201-alien-vs-aliens
349,200,Respondiendo Preguntas,"Cumplimos 200 programas y para conmemorar la ocasión, contestamos todas las preguntas que nos hicieron ustedes, queridísimos oyentes, en nuestro podcast más largo hasta ahora.

#Podcast #Preguntas #Cine #Peliculas #Television #Series",2022-05-11T17:34:03.797Z,82,2017-04-18T00:56:44.000Z,3593,https://audioboom.com/posts/5828298-200-respondiendo-preguntas
350,199,El Ángel Exterminador,"Este podcast es sobre EL ÁNGEL EXTERMINADOR, una de las más grandes obras de Luis Buñuel y un gran hito en el cine de México. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Clasicos #ElAngelExterminador #LuisBuñuel #SilviaPinal #Mexico",2017-05-31T03:09:28.000Z,35,2017-04-10T21:52:08.000Z,2008,https://audioboom.com/posts/5805251-199-el-angel-exterminador
351,198,Ghost in the Shell,"En este podcast hablamos de las dos versiones de GHOST IN THE SHELL: Tanto de la obra maestra animada de Mamoru Oshii como de la remake protagonizada por Scarlett Johansson. ¡Escuchanos!

#Podcast #Cine #Peliculas #GhostInTheShell #MamoruOshii #RupertSanders #ScarlettJohansson",2022-01-03T23:36:45.142Z,47,2017-04-05T20:12:40.000Z,3167,https://audioboom.com/posts/5788496-198-ghost-in-the-shell
352,197,Beauty and the Beast,"En este podcast hablamos de las dos versiones de LA BELLA Y LA BESTIA: Tanto del clásico animado de Disney como de la nueva versión con algunos actores de carne y hueso. ¡Escuchanos!
#Podcast #Cine #Peliculas #Musical #BeautyAndTheBeast #LaBellaYLaBestia #BillCondon #EmmaWatson #DanStevens #LukeEvans #JoshGad #Disney",2019-07-23T00:23:25.000Z,39,2017-04-03T23:59:54.000Z,2935,https://audioboom.com/posts/5780281-197-beauty-and-the-beast
353,196,Silence,"En este podcast hablamos sobre SILENCE, la nueva película del maestro Martin Scorsese. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Silence #Silencio #MartinScorsese #AndrewGarfield #AdamDriver #LiamNeeson",2020-04-26T00:50:20.000Z,28,2017-03-20T19:00:00.000Z,2655,https://audioboom.com/posts/5727996-196-silence
354,195,Kong: Skull Island,"Este podcast es sobre KONG: SKULL ISLAND, el regreso de King Kong a los cines del mundo, y una película sobre la cual tenemos opiniones muy distintas. ¡Después de escucharnos, contanos que te pareció a vos!

#Podcast #Cine #Peliculas #KongSkullIsland #KongLaIslaCalavera #KingKong #JordanVogtRoberts #Monsterverse",2021-04-03T18:16:17.000Z,38,2017-03-13T19:32:02.000Z,2994,https://audioboom.com/posts/5703159-195-kong-skull-island
355,194,Split,"En este podcast hablamos de SPLIT, la nueva y muy extraña película de M. Night Shyamalan. Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #Split #Fragmentado #MNightShyamalan #JamesMcAvoy #AnyaTaylorJoy",2020-06-08T08:59:44.000Z,30,2017-03-08T21:17:12.000Z,3522,https://audioboom.com/posts/5687473-194-split
356,193,Logan,"En este podcast hablamos de LOGAN, la última película en la que Hugh Jackman va a interpretar a Wolverine (o como le decimos por acá, Guepardo). ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Logan #Wolverine #JamesMangold #HughJackman #PatrickStewart #XMen ",2017-03-06T19:16:21.000Z,35,2017-03-06T18:58:39.000Z,4350,https://audioboom.com/posts/5678519-193-logan
357,Oscars 2017,,"Este es nuestro podcast sobre la edición nro. 89 de los Oscars. Todavía no podemos creer como terminó. En esta ocasión, tenemos una invitada muy especial y, además, al final anunciamos al ganador de nuestro prode Oscaril. ¡Escuchanos!

#Podcast #Cine #Peliculas #Oscars #AcademyAwards #Arrival #Fences #HacksawRidge #HellOrHighWater #HiddenFigures #LaLaLand #Lion #ManchesterByTheSea #Moonlight",2022-05-11T17:34:36.128Z,46,2017-02-27T21:20:09.000Z,2958,https://audioboom.com/posts/5653332-oscars-2017
358,192,El Laberinto del Fauno,"En este podcast hablamos de EL LABERINTO DEL FAUNO, la obra maestra de Guillermo Del Toro que sirvió de inspiración para un corto que Santi y Ale están produciendo con F5cine. Además, les tenemos una sorpresa de parte de nuestros amigos de la revista Cine Fantástico y Bizarro. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #ElLaberintoDelFauno #PansLabyrinth #GuillermoDelToro #Mexico",2017-06-04T10:28:35.000Z,30,2017-02-20T22:31:26.000Z,3902,https://audioboom.com/posts/5628227-192-el-laberinto-del-fauno
359,191,The Lego Batman Movie,"Este podcast es sobre THE LEGO BATMAN MOVIE, otra fantástica película con Legos que también es una excelente película de Batman. ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Animacion #Lego #Batman #WillArnett #TheJoker #ZackGalifianakis #Robin #MichaelCera",2017-02-13T21:21:52.000Z,36,2017-02-13T20:39:31.000Z,3363,https://audioboom.com/posts/5602885-191-the-lego-batman-movie
360,190,Hell or High Water,"En este podcast hablamos sobre HELL OR HIGH WATER, un muy buen western que también está nominado a Mejor Película en los Oscars de este año. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #HellOrHighWater #SinNadaQuePerder #JeffBridges #ChrisPine #Oscars #MejorPelícula",2017-02-08T19:26:03.000Z,24,2017-02-08T19:24:34.000Z,2245,https://audioboom.com/posts/5585606-190-hell-or-high-water
361,189,Moonlight,"En este podcast hablamos de MOONLIGHT, una de las favoritas de la categoría Mejor Película de los Oscars de este año. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Moonlight #LuzDeLuna #Oscars #MejorPelicula",2019-01-05T17:41:48.000Z,21,2017-02-06T21:58:37.000Z,2550,https://audioboom.com/posts/5577662-189-moonlight
362,188,A Monster Calls,"Este podcast es sobre A MONSTER CALLS, una película que estábamos esperando y que a dos de nosotros no nos gustó para nada (aunque al tercero sí). ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #AMonsterCalls #UnMonstruoVieneAVerme #JABayona #SigourneyWeaver #LiamNeeson",2020-04-21T13:53:21.000Z,23,2017-02-01T23:01:23.000Z,3688,https://audioboom.com/posts/5561332-188-a-monster-calls
363,187,La La Land,"En este podcast hablamos sobre LA LA LAND, de Damien Chazelle. Para dos tercios de nosotros, es una obra maestra (al otro tercio ""solo"" le encantó). ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Musical #LaLaLand #DamienChazelle #EmmaStone #RyanGosling #Oscars #MejorPelicula",2022-06-23T18:34:03.914Z,40,2017-01-30T23:15:06.000Z,4228,https://audioboom.com/posts/5552115-187-la-la-land
364,186,Moana,"Este podcast es sobre MOANA, el nuevo musical animado de Disney. Si la viste, escuchanos y después contanos cuál fue tu canción favorita.

#Podcast #Cine #Peliculas #Animacion #Musical #Disney #Moana #UnMarDeAventuras",2018-12-11T06:37:40.000Z,31,2017-01-25T18:15:50.000Z,4485,https://audioboom.com/posts/5534524-186-moana
365,185,Hacksaw Ridge,"¡Volvimos! En este podcast hablamos de HACKSAW RIDGE, otra gran película del siempre controversial Mel Gibson. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Belica #HacksawRidge #HastaElUltimoHombre #MelGibson #AndrewGarfield #SegundaGuerraMundial #Oscars #MejorPelicula",2017-05-27T22:33:34.000Z,35,2017-01-23T19:10:01.000Z,2860,https://audioboom.com/posts/5526314-185-hacksaw-ridge
366,Nuestras Favoritas del 2016,,"En este podcast, el último del año, hacemos un balance y te contamos cuáles fueron nuestras películas favoritas del 2016. Después de escucharnos, contanos cuales fueron las tuyas. El viernes vamos a sortear una linda taza con nuestro logo entre todos los que hayan comentado. ¡Suerte y muchas felicidades!

#Podcast #Cine #Peliculas #Television #Series #Favoritas",2022-05-08T11:39:54.983Z,47,2016-12-26T18:35:55.000Z,2837,https://audioboom.com/posts/5434349-nuestras-favoritas-del-2016
367,184,Arrival,"Este podcast es sobre ARRIVAL de Denis Villeneuve. Es la mejor película de ciencia-ficción del año. ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Arrival #LaLlegada #DenisVilleneuve #AmyAdams #JeremyRenner #Oscars #MejorPelicula",2018-12-11T06:37:41.000Z,30,2016-12-21T20:33:35.000Z,4128,https://audioboom.com/posts/5421872-184-arrival
368,183,Rogue One: A Star Wars Story,"En este podcast hablamos sobre ROGUE ONE, la sorprendente nueva película de la saga que sucede en una galaxia muy, muy lejana. ¡Si ya la viste, escuchanos! 
Quedate hasta el final para enterarte de como participar en un nuevo sorteo por cosas mágicas de Dominaria Comics​. Es el más épico hasta ahora.

#Podcast #Cine #Peliculas #StarWars #LaGuerraDeLasGalaxias #RogueOne #GarethEdwards #FelicityJones #DiegoLuna #DeathStar #LaEstrellaDeLaMuerte #DarthVader",2020-05-08T22:51:56.000Z,64,2016-12-19T14:26:53.000Z,4594,https://audioboom.com/posts/5412475-183-rogue-one-a-star-wars-story
369,182,The Silence of the Lambs,"Este podcast es sobre THE SILENCE OF THE LAMBS la obra maestra de Jonathan Demme, que cumple un cuarto de siglo este año. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #TheSilenceOfTheLambs #ElSilencioDeLosInocentes #JonathanDemme #HannibalLecter #AnthonyHopkins #ClariceStarling #JodieFoster",2020-06-03T11:55:55.000Z,40,2016-12-12T19:28:58.000Z,2989,https://audioboom.com/posts/5387513-182-the-silence-of-the-lambs
370,181,Westworld - 1era. Temporada,"Este podcast es sobre la primer temporada de WESTWORLD, la mejor serie nueva del año (no, no es Stranger Things). ¡Si ya la terminaste de ver, escuchanos!

#Podcast #Television #Series #HBO #Westworld #MichaelCrichton #JonathanNolan #LisaJoy #AnthonyHopkins #EdHarris #JeffreyWright #ThandieNewton #EvanRachelWood",2020-06-03T11:55:56.000Z,39,2016-12-07T19:00:09.000Z,3157,https://audioboom.com/posts/5368389-181-westworld-1era-temporada
371,180,Captain Fantastic,"En este podcast hablamos sobre CAPTAIN FANTASTIC y debatimos sobre la manera en que el protagonista elige criar a sus hijos. Si la viste, escuchanos y después contanos tu opinión.

#Podcast #Cine #Peliculas #CaptainFantastic #CapitanFantastico #ViggoMortensen",2020-04-21T13:53:20.000Z,32,2016-12-05T22:29:17.000Z,2480,https://audioboom.com/posts/5360076-180-captain-fantastic
372,179,Doctor Strange,"En este podcast hablamos de DOCTOR STRANGE, la catorceava película del Universo Marvel y la sexta (y última) película superheroica del año. Además, los invitamos a participar del sorteo por un cómic del mismísimo Hechicero Supremo, cortesía de nuestros amigos de Dominaria Comics. ¡Escuchanos para enterarte cómo!

#Podcast #Cine #Peliculas #Marvel #DoctorStrange #HechiceroSupremo #ScottDerrickson #BenedictCumberbatch #TildaSwinton",2019-04-12T21:09:19.000Z,35,2016-11-28T23:02:57.000Z,5944,https://audioboom.com/posts/5334229-179-doctor-strange
373,178,Fantastic Beasts and Where to Find Them,"Este podcast es sobre FANTASTIC BEASTS AND WHERE TO FIND THEM, el comienzo de una nueva saga en el mundo mágico de Harry Potter. ¡Si la viste, escuchanos y después contanos que te pareció a vos!

#Podcast #Cine #Peliculas #FantasticBeasts #AnimalesFantasticos #JKRowling #DavidYates #EddieRedmayne #JohnnyDepp #HarryPotter",2022-04-19T00:35:05.879Z,55,2016-11-21T13:50:05.000Z,4921,https://audioboom.com/posts/5309158-178-fantastic-beasts-and-where-to-find-them
374,177,Mononoke Hime,"En este podcast hablamos de LA PRINCESA MONONOKE, del maestro Hayao Miyazaki, y como es nuestro primer clásico animado, aprovechamos para hablar un poco del cine de animación en general. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #Animacion #Anime #MononokeHime #LaPrincesaMononoke #HayaoMiyazaki #StudioGhibli",2021-06-07T00:59:17.000Z,44,2016-11-15T00:57:22.000Z,4221,https://audioboom.com/posts/5284639-177-mononoke-hime
375,176,Black Mirror - 3era. Temporada,"Este podcast, uno de los más largos que grabamos hasta ahora, es sobre la tercer temporada de BLACK MIRROR. Si ya la viste, escuchanos y después contanos cuál es tu capítulo favorito (y por qué).
#Podcast #Television #Series #Netflix #BlackMirror #CharlieBrooker",2019-06-15T12:07:35.000Z,50,2016-11-08T01:25:06.000Z,3091,https://audioboom.com/posts/5257331-176-black-mirror-3era-temporada
376,175,Sausage Party,"En este podcast hablamos de SAUSAGE PARTY, un película animada no apta para menores, de Seth Rogen y Evan Goldberg (las mentes detrás de This Is The End y Superbad). ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Animacion #SausageParty #LaFiestaDeLasSalchichas #EvanGoldberg #SethRogen #KristenWiig",2018-12-11T06:37:41.000Z,31,2016-10-31T19:18:42.000Z,3426,https://audioboom.com/posts/5228101-175-sausage-party
377,174,Hunt for the Wilderpeople,"Este podcast es sobre HUNT FOR THE WILDERPEOPLE, del neozelandés Taika Waititi, director de What We Do in the Shadows y que ahora está con Thor: Ragnarok. ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #HuntForTheWilderpeople #WhatWeDoInTheShadows #TaikaWaititi",2017-05-26T04:25:39.000Z,32,2016-10-24T17:55:13.000Z,1532,https://audioboom.com/posts/5200446-174-hunt-for-the-wilderpeople
378,173,Everybody Wants Some!!,"Este podcast es sobre EVERYBODY WANTS SOME!!, la nueva joyita de Richard Linklater que lamentablemente no se estrenó en Argentina. ¡Si igual la viste, escuchanos!

#Podcast #Cine #Peliculas #EverybodyWantsSome #DazedAndConfused #RichardLinklater",2016-10-25T08:28:54.000Z,38,2016-10-17T16:42:55.000Z,1604,https://audioboom.com/posts/5173476-173-everybody-wants-some
379,172,Miss Peregrine's Home for Peculiar Children,"En este podcast hablamos de la aburridísima e intrascendente MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN. No, no nos gustó.

#Podcast #Cine #Peliculas #MissPeregrine #TimBurton #EvaGreen",2016-10-11T18:36:10.000Z,27,2016-10-10T16:49:06.000Z,2205,https://audioboom.com/posts/5147730-172-miss-peregrine-s-home-for-peculiar-children
380,171,Reservoir Dogs,"Por elección de ustedes, este podcast es sobre RESERVOIR DOGS, la cancherísima primer película de Quentin Tarantino. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #ReservoirDogs #PerrosDeLaCalle #QuentinTarantino #HarveyKeitel #TimRoth #SteveBuscemi",2020-04-21T13:53:21.000Z,40,2016-10-03T20:49:58.000Z,3217,https://audioboom.com/posts/5122628-171-reservoir-dogs
381,170,"Il Buono, il Brutto, il Cattivo","Este año cumple medio siglo uno de los mejores westerns de la historia del cine: IL BUONO, IL BRUTTO, IL CATTIVO (o El Bueno, el Malo y el Feo) y para conmemorarla le dedicamos este podcast. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #IlBuonoIlBrutoIlCattivo #ElBuenoElMaloYElFeo #TheGoodTheBadAndTheUgly #SergioLeone #EnnioMorricone #ClintEastwood",2020-05-01T01:58:36.000Z,40,2016-09-26T19:42:43.000Z,2429,https://audioboom.com/posts/5095253-170-il-buono-il-brutto-il-cattivo
382,169,Blair Witch,"En este podcast hablamos de la nueva BLAIR WITCH, que fue hecha por el equipo detrás de You're Next y The Guest. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Terror #FoundFootage #BlairWitch #AdamWingard #SimonBarett",2016-09-19T23:05:18.000Z,36,2016-09-19T14:57:42.000Z,2523,https://audioboom.com/posts/5066444-169-blair-witch
383,168,El Ciudadano Ilustre,"Este podcast es sobre EL CIUDADANO ILUSTRE, probablemente la película argentina del año. ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #CineArgentino #CineNacional #ElCiudadanoIlustre #OscarMartinez #DadyBrieva #AndreaFrigerio",2021-06-07T00:59:17.000Z,26,2016-09-14T22:42:30.000Z,2366,https://audioboom.com/posts/5049639-168-el-ciudadano-ilustre
384,167,Star Trek Beyond,"En este podcast hablamos de STAR TREK BEYOND, la tercera parte de la nueva saga sobre las aventuras y desventuras de la tripulación de la Enterprise. Si ya la viste, escuchanos y si no, ojo, que podemos llegar a arruinártela.

#Podcast #Cine #Peliculas #StarTrek #ViajeDeLasEstrellas #JustinLin #ChrisPine #ZacharyQuinto #SimonPegg",2016-09-16T23:05:23.000Z,36,2016-09-12T22:00:55.000Z,2342,https://audioboom.com/posts/5040433-167-star-trek-beyond
385,3er,Aniversario: Todavía Más Películas Favoritas,"En este podcast especial por nuestro tercer aniversario aprovechamos para hacer un balance del año y, como siempre, celebramos hablando de algunas de nuestras películas más favoritas de toda la vida. ¡Escuchanos y después contanos las tuyas!
Este es el link a nuestro nuevísimo y flameante Patreon: patreon.com/quemese. Al final del pod te contamos todo lo que tenes que saber al respecto.
#Podcast #Cine #Peliculas #Favoritas",2022-05-11T17:34:30.910Z,58,2016-09-07T23:00:22.000Z,2451,https://audioboom.com/posts/5023152-3er-aniversario-todavia-mas-peliculas-favoritas
386,166,Kubo and the Two Strings ,"En este podcast hablamos sobre KUBO AND THE TWO STRINGS, la nueva peli de animación estilo stop motion de LAIKA. Como siempre, nos acompaña nuestro especialista en películas animadas: Fausto (¡Que ahora tiene 14 años!). Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #Animacion #Kubo #TheTwoStrings #Laika #StopMotion",2017-03-20T19:22:46.000Z,38,2016-09-05T02:44:40.000Z,2392,https://audioboom.com/posts/5011003-166-kubo-and-the-two-strings
387,165,The Shallows,"Este podcast es sobre THE SHALLOWS, una película sobre una surfista que va a pasar el día a una playa paradisíaca, hace nuevos amigos y no le pasa absolutamente nada malo. Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #TheShallows #MiedoProfundo #BlakeLively",2016-08-30T02:08:25.000Z,32,2016-08-29T16:54:34.000Z,1574,https://audioboom.com/posts/4987364-165-the-shallows
388,164,Pete's Dragon,"Este podcast es sobre PETE'S DRAGON, una película que seguramente muchos de ustedes todavía no vieron. Si ese es tu caso, podés escucharnos hasta donde avisamos que empiezan los spoilers... pero después andá a verla que es una maravilla.

#Podcast #Cine #Peliculas #PetesDragon #MiAmigoElDragon #DavidLowery #Disney",2016-08-25T16:22:38.000Z,29,2016-08-22T17:39:07.000Z,2244,https://audioboom.com/posts/4960925-164-pete-s-dragon
389,163,Suicide Squad,"Este podcast es sobre SUICIDE SQUAD, la segunda película del Universo Cinemático de DC en estrenarse este año... y también el segundo desastre. Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #DC #SuicideSquad #EscuadronuUicida #DavidAyer",2021-08-09T23:17:07.000Z,47,2016-08-15T17:56:42.000Z,4902,https://audioboom.com/posts/4935526-163-suicide-squad
390,162,Jason Bourne,"En este podcast hablamos de JASON BOURNE, película que reúne a Paul Greengrass y Matt Damon nueve años después de la excelente Ultimátum. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #JasonBourne #PaulGreengrass #MattDamon #AliciaVikander #TommyLeeJones",2020-06-08T08:59:44.000Z,43,2016-08-08T16:09:36.000Z,2426,https://audioboom.com/posts/4911132-162-jason-bourne
391,161,Green Room,"En este podcast hablamos de GREEN ROOM, una película muy intensa (y visceral) que seguramente no van a estrenar en los cines de nuestro país. Si igual la viste, escuchanos.

#Podcast #Cine #Peliculas #GreenRoom #JeremySaulnier #AntonYelchin #PatrickStewart",2016-08-08T23:20:41.000Z,34,2016-08-01T16:28:29.000Z,2097,https://audioboom.com/posts/4884925-161-green-room
